id,conversation_id,post_order,thread_length,date,created_at,text,like_count,retweet_count,reply_count,quote_count,bookmark_count,impression_count,has_image,has_video,has_link,permalink
2024793677818986876,2024793677818986876,1,2,2026-02-20,2026-02-20T10:30:06.000Z,"REHATCHさんと共催でAIウェビナーを開催します！
ㅤ
テーマは「ChatGPT・Gemini・Claude、結局どう使い分ける？」
ㅤ
これ、なんだかんだAI研修でも一番聞かれる質問です。3,000名以上教えてきたプロ2人が本音で全部答えます。
ㅤ
当日やること：
ㅤ
- 3大AIの実務での使い分け
- https://t.co/gAB1783rT3",12,1,2,0,2,3999,○,,,https://x.com/SuguruKun_ai/status/2024793677818986876
2024756861359247529,2024756825833587103,3,3,2026-02-20,2026-02-20T08:03:48.000Z,"正直ECやってる人にはかなり刺さると思う。スマホで撮った写真がそのままマーケ素材に。
ㅤ
ベータ中は完全無料（月300枚まで）。
米国・カナダ・豪州・NZで利用可能：
https://t.co/hcm0s19EH3 https://t.co/EQFrUwcnaP",5,0,0,0,4,2904,○,,○,https://x.com/SuguruKun_ai/status/2024756861359247529
2024756842438808035,2024756825833587103,2,3,2026-02-20,2026-02-20T08:03:44.000Z,"できること：
ㅤ
1. 商品画像1枚→複数アングル・背景のプロ写真を自動生成
2. プロンプトや参考画像からゼロから商品画像を作成
3. サイトURLからブランドDNAを自動学習→トンマナ統一
ㅤ
通常$500〜$5,000かかるプロ撮影がゼロ円に... https://t.co/nYn0mVRGIB",6,0,1,0,4,3328,○,,,https://x.com/SuguruKun_ai/status/2024756842438808035
2024756825833587103,2024756825833587103,1,3,2026-02-20,2026-02-20T08:03:40.000Z,"Google LabsがまだすごいAIツール無料公開してる... 商品画像を1枚アップするだけでプロ品質のプロダクトショットをAI生成。背景差し替え・ライティング・構図まで全自動。しかもサイトURLを渡すだけでブランドのトンマナも自動で学習する。EC・SNS運用してる人は必見👇🧵
https://t.co/UOB7IZZAEQ",116,7,5,2,116,13256,,○,○,https://x.com/SuguruKun_ai/status/2024756825833587103
2024692320097173614,2024671854582288785,2,2,2026-02-20,2026-02-20T03:47:20.000Z,"こんな感じでもう一体のAIエージェントとメンションしあってレスバトルさせたりしてます。

完全に別モデルかつ別個体で走ってるので、なんちゃって議論GPTsとかではなく本当に心からバトルしてるので面白いし普通に結構興味深い展開なったりします。 https://t.co/dpMF3GYg8C",7,2,1,1,2,4636,○,,,https://x.com/SuguruKun_ai/status/2024692320097173614
2024671854582288785,2024671854582288785,1,2,2026-02-20,2026-02-20T02:26:01.000Z,"自社のAIエージェントに「倒産しろ」と言われた... 笑
ㅤ
この「Gurotaro」って書いてるのが
弊社のAIエージェント3体のうちの一人なんですが、
めちゃくちゃ毒舌で、かつそれができる「Grok https://t.co/XDd1sKu1oH",150,14,10,15,42,58204,○,,,https://x.com/SuguruKun_ai/status/2024671854582288785
2024668372231999508,2024665905918333399,7,7,2026-02-20,2026-02-20T02:12:11.000Z,"実務に使えるAI情報を毎日発信しています。
最新のAI情報を追うならフォロー
👉 @SuguruKun_ai
https://t.co/vf1IVc96jR",4,0,0,0,2,3555,,,○,https://x.com/SuguruKun_ai/status/2024668372231999508
2024666276891869258,2024665905918333399,6,7,2026-02-20,2026-02-20T02:03:51.000Z,"⑤ 個人的にも作ってみた。
AI企業15社の時価総額ランキングを3Dサイバーパンク風タワーで可視化。

カメラワーク、パーティクル、企業ロゴのテクスチャ、グリッチHUDまで全部プロンプトだけ。

公式にプロンプト集もある：
https://t.co/RnCXJ4gpmI https://t.co/HFapvRmRQT",7,0,1,0,16,3119,,○,○,https://x.com/SuguruKun_ai/status/2024666276891869258
2024666180079009965,2024665905918333399,5,7,2026-02-20,2026-02-20T02:03:28.000Z,"④ ニュース記事のハイライト演出

プロンプト：
「スクショを読み込んで3D回転＋ブラー解除。特定テキストにハイライトマーカーを左→右へ描画」

After Effects的な演出がコードだけで... https://t.co/L0yyzU4D3z",3,0,1,0,3,1420,,○,,https://x.com/SuguruKun_ai/status/2024666180079009965
2024666116518494441,2024665905918333399,4,7,2026-02-20,2026-02-20T02:03:13.000Z,"③ SpaceXロケット打ち上げタイムライン

プロンプト：
「2015-2025年のSpaceXの打ち上げを時系列でアニメーション。軌道の放物線をフェードしながら表示」 https://t.co/6P5mywKNAi",4,0,1,0,3,1342,,○,,https://x.com/SuguruKun_ai/status/2024666116518494441
2024666052152742374,2024665905918333399,3,7,2026-02-20,2026-02-20T02:02:57.000Z,"② ゲーム売上ランキングを3Dタワーで可視化

プロンプト：
「歴代ゲーム売上TOP20をboxの高さで表現。カメラは最下位から1位まで上昇」

正直これが一番驚いた。Three.js × Remotionの組み合わせがすごい。 https://t.co/XOGGSurQwP",23,1,1,0,13,4565,,○,,https://x.com/SuguruKun_ai/status/2024666052152742374
2024665972532240743,2024665905918333399,2,7,2026-02-20,2026-02-20T02:02:38.000Z,"① 地図上を3Dランドマーク付きでルート移動

プロンプト：
「LA→NY→パリまでのルートを地図上でアニメーション。エッフェル塔を3Dで表示」

これだけで地図、カメラ、3Dオブジェクト全部生成された。 https://t.co/SuEo9uJT2h",26,3,1,0,22,5183,,○,,https://x.com/SuguruKun_ai/status/2024665972532240743
2024665905918333399,2024665905918333399,1,7,2026-02-20,2026-02-20T02:02:23.000Z,"これ完全にAI「編集」動画です。
Remotion公式が公開してる「AI専用動画編集プロンプト集」が有益すぎた。プロンプトを渡すだけで3D地図アニメーション、ショート動画のテロップ入れ、ニュース記事のハイライト演出まで全部動画で出力できてしまう。映像制作をAIで自動化したい人は必見👇🧵 https://t.co/hZ5avrKGQk",383,29,2,4,485,52270,,○,,https://x.com/SuguruKun_ai/status/2024665905918333399
2024442803812782466,2024442755922141407,4,4,2026-02-19,2026-02-19T11:15:51.000Z,"講座用スライドも同じ。タイトル、ロードマップ、チェックリスト、Q&amp;A...
ㅤ
1チャプター分（12枚）が数分で完成する。
ㅤ
もうほぼClaude CodeとOpenClawしかAI使ってないけど、かなり便利になったな... https://t.co/1zcdcLqk5O",12,2,0,0,5,4980,○,,,https://x.com/SuguruKun_ai/status/2024442803812782466
2024442788713287698,2024442755922141407,3,4,2026-02-19,2026-02-19T11:15:47.000Z,"例えばこのイベントバナーもスキルを活用したAI生成。
ㅤ
「〇〇向けイベント告知バナー、ポップなイラスト風で」って伝えるだけ。配色もフォントもレイアウトもAIが決めてくれる https://t.co/KhSTbobhlv",14,2,1,1,6,6348,○,,,https://x.com/SuguruKun_ai/status/2024442788713287698
2024442772581974269,2024442755922141407,2,4,2026-02-19,2026-02-19T11:15:43.000Z,"やり方はシンプルで：
ㅤ
1. Claude Codeに「スキル」を作らせる
2. スキルの中にGemini画像生成APIを組み込む
3. あとは「〇〇のスライド10枚作って」と言うだけ
4. 会社や自分のトンマナに合わせて調整する
ㅤ
プログラミングは一切書いてない。全部自然言語 https://t.co/DRI4pU1CW5",48,3,1,0,41,5641,○,,,https://x.com/SuguruKun_ai/status/2024442772581974269
2024442755922141407,2024442755922141407,1,4,2026-02-19,2026-02-19T11:15:39.000Z,"今日Claude Codeでスライド「670枚」生成した。
ㅤ
自分でも意味わからん。
ㅤ
研修提案書、講座スライド、イベント報告、SNS用サムネ...
ㅤ
Nanobananaの画像生成MCPを叩くスキルを朝一で作ったら、
あとはテーマ渡すだけで量産できるようになってしまった。
ㅤ
解説していきます👇🧵 https://t.co/0jgKGHvWRr",562,33,9,7,670,73572,,○,,https://x.com/SuguruKun_ai/status/2024442755922141407
2024076568130437209,2024076519673614486,5,5,2026-02-18,2026-02-18T11:00:34.000Z,"正直、デザインプロンプトを毎回ゼロから書いてた時間がもったいなかった。
ㅤ
プロンプト集は無料、ジェネレーターは無料会員登録で3回お試し可能。
ㅤ
https://t.co/HlzTq2iMRQ",24,1,0,0,28,3002,,,○,https://x.com/SuguruKun_ai/status/2024076568130437209
2024076556524720326,2024076519673614486,4,5,2026-02-18,2026-02-18T11:00:31.000Z,"③ コピペして貼るだけで完成する
ㅤ
プロンプトの横に「コピー」ボタンがある。
押す→画像AIに貼る→プロ級バナー完成。
ㅤ
しかも「マーカーを書き換えて画像生成」機能で、
テキストだけ変えてワンクリック生成もできる。",5,0,1,0,0,2955,,,,https://x.com/SuguruKun_ai/status/2024076556524720326
2024076544856191066,2024076519673614486,3,5,2026-02-18,2026-02-18T11:00:28.000Z,"② カテゴリが実務で使うやつばかり
ㅤ
・配信サムネイル
・イベントバナー
・記事サムネイル
・動画サムネイル
・資料請求バナー
・広告クリエイティブ
ㅤ
YouTubeサムネからLP用バナーまでカバーしてる。",1,0,1,0,1,1698,,,,https://x.com/SuguruKun_ai/status/2024076544856191066
2024076532835324111,2024076519673614486,2,5,2026-02-18,2026-02-18T11:00:25.000Z,"① プロンプトの中身がガチすぎる
ㅤ
普通のプロンプト集は「かっこいいバナー作って」レベル。
でもPut!は：
・背景: #1a1a1aのダークグレー
・文字: #ffffff ホワイト
・フォント: 太めの角ゴシック体
・レイアウト: テキスト70%、タイポグラフィ主体
ㅤ
ここまで具体的だからAIの出力がブレない。",4,0,1,0,0,1873,,,,https://x.com/SuguruKun_ai/status/2024076532835324111
2024076519673614486,2024076519673614486,1,5,2026-02-18,2026-02-18T11:00:22.000Z,"バナーデザインのAIプロンプトが491個。
「無料で商用OK」のサイトが有益すぎた。
ㅤ
名前は「Put! by DezaLink」：
ㅤ
・配色（HEXコード付き）
・フォント＆ウェイト指定
・レイアウト構成
・スタイルキーワード
ㅤ
これが全部1つのプロンプトに入ってる。
衝撃だったポイントをまとめました👇🧵 https://t.co/MJjtODxcmI",191,14,6,4,212,19307,○,,,https://x.com/SuguruKun_ai/status/2024076519673614486
2022617485145706727,2022617253775368490,5,5,2026-02-14,2026-02-14T10:22:41.000Z,"Lovartはこちらから利用できます：
https://t.co/hTJVJ7KdFC https://t.co/1efoPvSX6d",4,1,0,0,3,2466,○,,○,https://x.com/SuguruKun_ai/status/2022617485145706727
2022617465004659132,2022617253775368490,4,5,2026-02-14,2026-02-14T10:22:36.000Z,"③ 【販促用パンフレット スキル】
　ㅤ
ただのバッグの絵ではなく、文字やレイアウトが入った、カタログの表紙として生成されています。
ㅤ
パンフレットと指定するだけで、いきなり完成品が手に入ります！ https://t.co/EyyjC3MHKk",4,1,1,0,2,2690,,○,,https://x.com/SuguruKun_ai/status/2022617465004659132
2022617394586530241,2022617253775368490,3,5,2026-02-14,2026-02-14T10:22:19.000Z,"② 【ソーシャルメディア スキル】
ㅤ
シンプル、ポップ、高級感と指示するだけで、ターゲットの異なる3パターンの訴求案を一気に提案してくれました。
ㅤ
どのデザインが刺さるかの答えを、このスキルが一瞬で導き出してくれます！ https://t.co/8pWcKTftTJ",2,0,1,0,1,1253,,○,,https://x.com/SuguruKun_ai/status/2022617394586530241
2022617326802358460,2022617253775368490,2,5,2026-02-14,2026-02-14T10:22:03.000Z,"①【Amazon商品セット画像 スキル】
ㅤ
マットなクラフト紙と指定するだけで、素材の質感まで完璧に再現されました。
ㅤ
撮影スタジオなしで、ここまでリアルに！ https://t.co/VpRaEo2keH",2,0,1,0,1,1583,,○,,https://x.com/SuguruKun_ai/status/2022617326802358460
2022617253775368490,2022617253775368490,1,5,2026-02-14,2026-02-14T10:21:46.000Z,"ユーザー数1,000万人突破した
AIエージェント「 @lovart_jp」 のSkills機能がすごい。
ㅤ
ただの画像生成ではなく、プロの制作ワークフローがそのままパックされてる感覚。
ㅤ
まずは【ロゴとブランドのスキル】を試してみました！
ㅤ
有益な活用事例3選をまとめました👇🧵  #Lovart #AIデザイン https://t.co/nuP2lZw6NC",30,2,3,1,28,8803,○,○,,https://x.com/SuguruKun_ai/status/2022617253775368490
2021508123677409634,2021507966458036237,4,4,2026-02-11,2026-02-11T08:54:29.000Z,"skyworkはこちらから利用できます：
 https://t.co/2wYW68mCeD",13,1,0,1,18,4333,,,○,https://x.com/SuguruKun_ai/status/2021508123677409634
2021508111786549727,2021507966458036237,3,4,2026-02-11,2026-02-11T08:54:26.000Z,"②Excelの自動化
ㅤ
地味に面倒なシフト表作成も、一瞬で完了！
ㅤ
日付や計算式が入ったファイルが、そのままデスクトップで生成してくれます。 https://t.co/ZP77d0bYNe",8,1,1,0,5,5823,,○,,https://x.com/SuguruKun_ai/status/2021508111786549727
2021508034179268617,2021507966458036237,2,4,2026-02-11,2026-02-11T08:54:07.000Z,"①アプリ生成機能
ㅤ
「ブロック崩しゲームを作って」と入力するだけで、実際に遊べるHTMLファイルが一瞬で完成。
ㅤ
コードの知識ゼロでも、欲しいツールやゲームをその場で作成可能！ https://t.co/oRkf5VwQAA",2,0,1,0,2,2871,,○,,https://x.com/SuguruKun_ai/status/2021508034179268617
2021507966458036237,2021507966458036237,1,4,2026-02-11,2026-02-11T08:53:51.000Z,"Windows専用のローカルAI「Skywork Desktop」がすごい。
ㅤ
簡単な指示出しだけで、ブラウザを経由せずデスクトップ上で直接パワポ資料が生成されました！
ㅤ
クラウドにアップロードせず、PC内で完結するのが強み。
ㅤ
社外秘の資料作成もこれで安心です！
ㅤ
他の使い方もまとめました👇🧵 https://t.co/zN1aZfQScC",274,19,2,4,299,35158,,○,,https://x.com/SuguruKun_ai/status/2021507966458036237
2021169673564455256,2021169621202862208,5,5,2026-02-10,2026-02-10T10:29:36.000Z,"動画生成AIの進化が加速しすぎてる。
ㅤ
Sora 2が出た時も驚いたけど、Seedance 2.0は音声まで含めた「完成品」を出してくるから、もう素材レベルじゃなくてコンテンツそのもの。
ㅤ
2025年末からの進化スピードが異常で、追いかけるだけで大変になってきた。
https://t.co/7EHoGMlHgv",6,0,0,0,0,3646,,○,○,https://x.com/SuguruKun_ai/status/2021169673564455256
2021169661371695451,2021169621202862208,4,5,2026-02-10,2026-02-10T10:29:33.000Z,"使い方はJimeng（即梦）というByteDanceのプラットフォームから。
ㅤ
・1日1回無料で生成可能
・有料メンバーシップあり
・中国の電話番号が必要（Alipay経由でも可）
・2/24にBytePlus APIが公開予定
ㅤ
API来たら一気に使いやすくなりそう。 https://t.co/pnmwEeLWLY",8,1,1,0,6,3872,○,,,https://x.com/SuguruKun_ai/status/2021169661371695451
2021169644883804293,2021169621202862208,3,5,2026-02-10,2026-02-10T10:29:29.000Z,"これが一番衝撃だった。100% AI生成で映画を作った事例。
ㅤ
実写と見分けがつかないレベルで、しかも音声もリップシンクも全部AIが生成してる。
ㅤ
https://t.co/bwvQf3Jl0y",73,7,5,2,34,11856,,○,○,https://x.com/SuguruKun_ai/status/2021169644883804293
2021169633072676963,2021169621202862208,2,5,2026-02-10,2026-02-10T10:29:26.000Z,"他の動画生成AIとの比較。
ㅤ
カメラの一貫性、人物の動きの自然さ、オーディオ同期。全部ワンランク上。
ㅤ
https://t.co/oDPdqboM86",23,0,1,0,5,11792,,○,○,https://x.com/SuguruKun_ai/status/2021169633072676963
2021169621202862208,2021169621202862208,1,5,2026-02-10,2026-02-10T10:29:23.000Z,"動画生成AI、もうここまで来てしまった。
https://t.co/MB67jlzhgK
ByteDanceがリリースしたSeedance 2.0があまりにもすごい。
ㅤ
テキスト打つだけで「音声付きの完成動画」が出てくる...
ㅤ
リップシンク、効果音、BGM、全部AIが自動生成。",209,23,7,7,132,29873,,○,○,https://x.com/SuguruKun_ai/status/2021169621202862208
2021049825312342382,2021049770828271717,4,4,2026-02-10,2026-02-10T02:33:22.000Z,"Verent AIはこちらから利用できます：
https://t.co/ZMjYHWKjnm https://t.co/vgnrjDgINp",1,0,0,0,0,2608,○,,○,https://x.com/SuguruKun_ai/status/2021049825312342382
2021049806647591415,2021049770828271717,3,4,2026-02-10,2026-02-10T02:33:17.000Z,"役割設定を変えれば、QA視点でのテスト計画まで立ててくれる。
ㅤ
まさに「作る前に考える」をAIが自然とサポートしてくれるツール。
ㅤ
気になる方はぜひ！！",1,0,1,0,0,2665,,,,https://x.com/SuguruKun_ai/status/2021049806647591415
2021049794987426074,2021049770828271717,2,4,2026-02-10,2026-02-10T02:33:15.000Z,"さらに便利なのが、、チャット内容がリアルタイムで設計図になる「Plan Canvas機能」！
ㅤ
テキストで話した内容が、そのままフローチャートやシーケンス図として可視化される。
ㅤ
「議論」→「図で確認」→「コード生成」の流れがスムーズすぎて、頭の中が勝手に整理されていく感覚。",1,0,1,0,1,721,,,,https://x.com/SuguruKun_ai/status/2021049794987426074
2021049783314715117,2021049770828271717,1,4,2026-02-10,2026-02-10T02:33:12.000Z,"何がすごいって、いきなりコードを書こうとしないところ。
ㅤ
「認証には何を使う？」「DB構成は？」と、開発に必要なツボを押さえた質問を投げかけてくれる。
ㅤ
ここでAIと認識をしっかりすり合わせることで、その後の実装で思ってたのと違うというAI開発あるあるが激減します。",2,0,1,0,0,719,,,,https://x.com/SuguruKun_ai/status/2021049783314715117
2017205871378665951,2017205829485957237,4,4,2026-01-30,2026-01-30T11:58:52.000Z,"ちなみに今Manusで作ったものをXでシェアすると、いいね数に応じてクレジットもらえるキャンペーンもやってるみたい
ㅤ
・1いいね = 100クレジット
・最大10万クレジットGET
ㅤ
スキルで作ったもの投稿するだけで無料クレジットもらえるから、Manusユーザーは乗っかったほうがいい。",12,1,0,0,4,4144,,,,https://x.com/SuguruKun_ai/status/2017205871378665951
2017205859567485383,2017205829485957237,3,4,2026-01-30,2026-01-30T11:58:49.000Z,"エージェント時代の仕事の仕方が変わる。
ㅤ
今まで：タスクを依頼→完了→終わり
これから：タスクを依頼→完了→スキル化→誰でも再現可能
ㅤ
「仕事をする」じゃなくて「仕事のやり方を資産化する」フェーズに入ってる。しかもオープン標準だから、Manus以外のエージェントでも使える。",17,1,1,0,3,5166,,,,https://x.com/SuguruKun_ai/status/2017205859567485383
2017205846879641632,2017205829485957237,2,4,2026-01-30,2026-01-30T11:58:46.000Z,"これを実現してるManusの「スキル」機能が面白くて、エージェントに専門知識パッケージを装着できる仕組み。
ㅤ
チームで共有すれば、スキル作った本人がいなくても誰でも同じ品質のアウトプットが出せる。
ㅤ
参考にインプットしているずんだもん生成Githubはこちら
 → https://t.co/NCecMXJ9Xo https://t.co/r4xknxh4tY",16,1,1,0,14,2138,○,,○,https://x.com/SuguruKun_ai/status/2017205846879641632
2017205829485957237,2017205829485957237,1,4,2026-01-30,2026-01-30T11:58:42.000Z,"Manusの「エージェントスキル」機能で、
バズっていたずんだもん解説動画を全自動生成するスキルを作ってみたけどすごいな...
ㅤ
やったことはシンプルで、リプに添付してるGithubのテンプレートと多少のアレンジを加えた動画を作って「これスキルにして」って言っただけ。 https://t.co/1kmkgAol8S",216,14,4,6,245,32424,,○,,https://x.com/SuguruKun_ai/status/2017205829485957237
2014937770897375576,2014935964783935981,3,3,2026-01-24,2026-01-24T05:46:14.000Z,"ちなみにこのポストするきっかけになった
Manus 1.6 MaxとClaude Codeのベンチ比較結果を載せておきます。

まあ基本的にはManusの方は非エンジニアリング、汎用エージェントとしてはやはり強そうで、Claude Codeはエンジニアリング用途は上という感じ。

ManusもいいけどCCのコスパすごいな！ https://t.co/uxPUwp0KXl",12,1,0,0,3,6198,○,,,https://x.com/SuguruKun_ai/status/2014937770897375576
2014937175616639466,2014935964783935981,2,3,2026-01-24,2026-01-24T05:43:53.000Z,"ちなみにもちろん元々これは開発がメイン用途の拡張アプリなので普通にGithubのリポジトリと連携して軽くメンバーへの公開開発ができたりする笑
ㅤ
最近話題のスマホ駆動開発も実はSlack起点で簡単にできるのでオススメ！！
https://t.co/NU3ObMaXB9",7,1,1,0,3,6488,,,○,https://x.com/SuguruKun_ai/status/2014937175616639466
2014935964783935981,2014935964783935981,1,3,2026-01-24,2026-01-24T05:39:04.000Z,"Slackのtimesが日記みたいになってる人は全員「Claudeアプリ」を導入した方がいい。書いているうちに疑問点が出たら 「@ Claude これ調べてきて」と言えばClaude Codeが起動してすぐに調べてくれるしもちろんメンバーにも結果が共有できるので知見シェアが超簡単になる... https://t.co/tQETAFQeRU",51,4,2,0,39,11731,○,,,https://x.com/SuguruKun_ai/status/2014935964783935981
2014588862786679083,2014588803865047134,6,6,2026-01-23,2026-01-23T06:39:48.000Z,"Figma使ってる人は要チェック：
https://t.co/dWZ3AtztYV",7,0,1,0,10,4732,,,○,https://x.com/SuguruKun_ai/status/2014588862786679083
2014588850820329717,2014588803865047134,5,6,2026-01-23,2026-01-23T06:39:45.000Z,"これが意味すること
ㅤ
■デザイン→コードの変換工数が激減
■ピクセルパーフェクトが自動で実現
■プロトタイプ作成が爆速に
■デザイナーとエンジニアのコミュニケーションコスト削減
ㅤ
UI/UX開発のワークフローが根本から変わる...！",6,0,1,0,3,5018,,,,https://x.com/SuguruKun_ai/status/2014588850820329717
2014588839046873560,2014588803865047134,4,6,2026-01-23,2026-01-23T06:39:43.000Z,"MagicPathとの連携がすごい
ㅤ
Figma Connectで生成したコードをMagicPathに貼り付けるだけ
ㅤ
・インタラクション追加
・アニメーション設定
・実際に動くプロトタイプ
ㅤ
が即座に完成
https://t.co/TQKIp1NJCT",8,0,1,1,2,1962,,○,○,https://x.com/SuguruKun_ai/status/2014588839046873560
2014588827466416521,2014588803865047134,3,6,2026-01-23,2026-01-23T06:39:40.000Z,"従来の問題点
ㅤ
■デザイナー「Figmaで完璧に作った」
■エンジニア「実装したら微妙に違う」
■デザイナー「ここ3px違う」
■エンジニア「...」
ㅤ
この地獄のやり取りがなくなる
ㅤ
Figmaのデザインがそのままコードになる",10,0,1,0,1,2718,,,,https://x.com/SuguruKun_ai/status/2014588827466416521
2014588815672037407,2014588803865047134,2,6,2026-01-23,2026-01-23T06:39:37.000Z,"何ができるかというと
ㅤ
①Figmaでデザイン作成
②「Figma Connect」でコードに変換
③MagicPathにコピペ
④インタラクティブなプロトタイプ完成
ㅤ
すべてのピクセル、詳細、アセットが保持される
ㅤ
デザイン→実装の手間が激減
https://t.co/RyX1nARAxR",20,1,1,0,22,3535,,○,○,https://x.com/SuguruKun_ai/status/2014588815672037407
2014588803865047134,2014588803865047134,1,6,2026-01-23,2026-01-23T06:39:34.000Z,"Figma、ついにAIでデザインをコードに一発変換できるように...
ㅤ
「MagicPath」にコピペするだけで
インタラクティブなプロトタイプも完成：
ㅤ
もちろん、Claude CodeやCursorにエクスポートも可能。
ㅤ
デザイナーとエンジニアの溝が消える新機能を解説します👇🧵
https://t.co/U4UM2XhO3B",985,80,3,19,1047,75328,,○,○,https://x.com/SuguruKun_ai/status/2014588803865047134
2014586817270718709,2014573169089380452,8,8,2026-01-23,2026-01-23T06:31:41.000Z,"いやこれ使ってるけどまじですごい。
Higgsてかklingのmotion controlが根本すごいんだけど、アプリレイヤーはやはりHiggsが強い。

新しい時代を垣間見てる感じがする https://t.co/gyJiJNgYW0",9,1,0,0,4,4175,,○,,https://x.com/SuguruKun_ai/status/2014586817270718709
2014577539877073010,2014573169089380452,7,8,2026-01-23,2026-01-23T05:54:49.000Z,"これ、UIがトモダチコレクションみたいな感じでキャラクター作れるので面白い笑

そしてKlingのMoiton controlでダンス動画作れるので、かなり将来性ありそう。 https://t.co/sq45DaYmaU",5,1,1,0,1,4769,○,,,https://x.com/SuguruKun_ai/status/2014577539877073010
2014573576318575016,2014573169089380452,6,8,2026-01-23,2026-01-23T05:39:04.000Z,"ちなみにHiggsは自分は年末年始の85%オフセールの際に15万円くらい？で二年プラン入ったので試しに使ってみます笑

Higgsは不定期でかなりお得なセールやってるのでぶっちゃけ定額で入るのあんまりオススメしないです！
https://t.co/BHku74KBjP",3,0,1,0,1,4445,,,,https://x.com/SuguruKun_ai/status/2014573576318575016
2014573220192747728,2014573169089380452,5,8,2026-01-23,2026-01-23T05:37:39.000Z,"Higgsfield Earnはこちら：
https://t.co/pXij8PEUhK",5,0,1,0,8,2181,,,○,https://x.com/SuguruKun_ai/status/2014573220192747728
2014573208599744884,2014573169089380452,4,8,2026-01-23,2026-01-23T05:37:36.000Z,"3. なぜこれがヤバいか
ㅤ
・顔出し不要でインフルエンサーになれる
・24時間365日コンテンツ作成可能
・スケールが無限
ㅤ
「AIインフルエンサー収益化の初日」とのこと。",6,0,1,0,3,1769,,,,https://x.com/SuguruKun_ai/status/2014573208599744884
2014573197019271428,2014573169089380452,3,8,2026-01-23,2026-01-23T05:37:33.000Z,"2. Higgsfield Earn
ㅤ
作ったAIインフルエンサーでコンテンツを投稿すると報酬がもらえる。
ㅤ
・固定報酬（GUARANTEED payouts）
・パフォーマンスボーナス
ㅤ
稼げる仕組みが用意されてる。",8,0,1,0,7,3623,,,,https://x.com/SuguruKun_ai/status/2014573197019271428
2014573184545435929,2014573169089380452,2,8,2026-01-23,2026-01-23T05:37:30.000Z,"1. AI Influencer Studio
ㅤ
AIで自分だけのインフルエンサーを作成できる。
顔、声、性格、全部カスタマイズ可能。

実在しないけど「本物っぽい」AIキャラが作れる。 https://t.co/mSvWxMm4Fx",19,1,1,0,27,4406,○,,,https://x.com/SuguruKun_ai/status/2014573184545435929
2014573169089380452,2014573169089380452,1,8,2026-01-23,2026-01-23T05:37:27.000Z,"AIインフルエンサーを作って
収益化できるプラットフォームが登場。
ㅤ
AIインフルエンサースタジオでキャラ作成
↓
コンテンツ投稿
↓
これで報酬を得ることが可能に。
ㅤ
すでに約6億5000万円のマネタイズ事例もありかなり熱いかも。
ㅤ
何がすごいのかまとめました👇🧵
https://t.co/xUEAoOO5BV",448,38,3,3,392,48875,,,○,https://x.com/SuguruKun_ai/status/2014573169089380452
2014572749411516447,2014572714468769980,1,1,2026-01-23,2026-01-23T05:35:47.000Z,"2. Higgsfield Earn
ㅤ
作ったAIインフルエンサーでコンテンツを投稿すると報酬がもらえる。
ㅤ
・固定報酬（GUARANTEED payouts）
・パフォーマンスボーナス
ㅤ
稼げる仕組みが用意されてる。",2,0,0,0,2,2506,,,,https://x.com/SuguruKun_ai/status/2014572749411516447
2013861761942987220,2013861753235362009,3,3,2026-01-21,2026-01-21T06:30:34.000Z,"DeNA代表南場さんのAI活用事例はこちらにまとめています：
https://t.co/8wPPTxN6Uv",13,1,0,0,6,10077,,,,https://x.com/SuguruKun_ai/status/2013861761942987220
2013861758734045218,2013861753235362009,2,3,2026-01-21,2026-01-21T06:30:33.000Z,"こちら： https://t.co/SJi3qliZiZ https://t.co/l9JjuXH4KU",15,3,1,0,19,6440,○,,○,https://x.com/SuguruKun_ai/status/2013861758734045218
2013861753235362009,2013861753235362009,1,3,2026-01-21,2026-01-21T06:30:32.000Z,"DeNAが公開した「AI活用100本ノック」がすごかった...非エンジニアがChrome拡張を自作したり、ビジネス職がCursorでモック確認したり、QA担当がDevinでPR作成したりと""職種の壁を越えた""AI活用事例が100本も掲載されている。""AIで何ができるか分からない""という人こそ読むべき👇🧵 https://t.co/R7DY0NKjgx",84,7,2,2,98,13612,○,,,https://x.com/SuguruKun_ai/status/2013861753235362009
2013055680807137326,2013055226983666006,8,8,2026-01-19,2026-01-19T01:07:29.000Z,"本国内でも広告・映像制作・教育コンテンツへの応用は時間の問題だと思う。
ㅤ
ぜひ今すぐにでも作れるので作ってみてください！  
ㅤ
AIを追うならフォロー
👉 @sugurukun_ai
https://t.co/NTXrafblO3",9,0,0,0,3,5418,,,,https://x.com/SuguruKun_ai/status/2013055680807137326
2013055310219636797,2013055226983666006,7,8,2026-01-19,2026-01-19T01:06:01.000Z,"❹ 声の変換
ㅤ
性別や年齢を変更した場合、元の声との不一致が目立つ。
ㅤ
ElevenLabsのボイスチェンジャーに動画または音声をアップロードすれば、話し方のニュアンスを維持したまま声質のみ変換できる。 https://t.co/arKRNpcHLT",9,1,1,0,4,4142,○,,,https://x.com/SuguruKun_ai/status/2013055310219636797
